;Producto;Usuario;Detalle Producto;Precio;Ubicacion;Fecha;Visitas;Hash;url
403;Camisa manga corta Urban District;Mario L.;Talla XL. Buen estado. Sale arrugada porque estaba guardada.;12 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/camisa-manga-corta-848353648
404;Camisa manga corta Urban District;Mario L.;Talla XL 43/44. Buen estado. Sale arrugada porque estaba guardada.;12 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/camisa-manga-corta-848354152
405;Camisa manga corta Urban District;Mario L.;Talla XL 43/44. Buen estado. Sale arrugada porque estaba guardada.;12 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/camisa-manga-corta-848354874
406;La autocaravana de Barbie;Simona C.;EQUIPADO CON TODAS LAS PIEZAS ORIGINALES. CONSERVADO EN PERFECTO ESTADO;80 EUR;"
										
											Avella
										
									";"
											12-nov-2022
										";0;#barbie;https://es.wallapop.com/item/camper-di-barbie-848438722
407;Camping gas;Maria P.;Camping gas nuevo y sin abrir más las botellas de carga;15 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/camping-gas-848436925
408;Canadienses usados;Joana F.;Falta de uso;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/canadianas-usadas-848433812
409;Canapé y colchon;nuria;"Mándame el número de WhatsApp y le pasó fotos de los colores y ficha técnica con las característicasLiquidación en Stock de Colchones y Canapés,proveniente del cierre auténtica gama alta,colchones de lujo,canapés de alta Calidad Canapé madera eco gran capacidad, con tapa 3D a juego. MAXIMO ALMACENAJE, DOBLE REFUERZO, EL FONDO DEL CAJÓN ESTA DEPOSITADO A SUELO DIRECTAMENTE (para evitar que entre suciedad y para poder meter mas peso). Sus 4 esquinas curvadas. DISPONEMOS EN VARIOS COLORES ; blanco, cambrian, wengue y cerezo. Colchones tanto de Viscoelastica como de&nbsp; Viscoelastica con un núcleo de muelles ensacados.";100 EUR;"
										
											
											 Barcelona";"
											12-nov-2022
										";0;#cama105cm;https://es.wallapop.com/item/canape-y-colchon-848439527
410;Canapé y colchon;anais;"Mándame el número de WhatsApp y le pasó fotos de los colores y ficha técnica con las característicasLiquidación en Stock de Colchones y Canapés,proveniente del cierre auténtica gama alta,colchones de lujo,canapés de alta Calidad Canapé madera eco gran capacidad, con tapa 3D a juego. MAXIMO ALMACENAJE, DOBLE REFUERZO, EL FONDO DEL CAJÓN ESTA DEPOSITADO A SUELO DIRECTAMENTE (para evitar que entre suciedad y para poder meter mas peso). Sus 4 esquinas curvadas. DISPONEMOS EN VARIOS COLORES ; blanco, cambrian, wengue y cerezo. Colchones tanto de Viscoelastica como de&nbsp; Viscoelastica con un núcleo de muelles ensacados.";100 EUR;"
										
											
											 Barcelona";"
											12-nov-2022
										";0;#cama105cm;https://es.wallapop.com/item/canape-y-colchon-848440173
411;Candado para patinete y biciclet;Juan R.;Candado para patinete y biciclet;8 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/candado-para-patinete-y-biciclet-848431713
412;Candado para patinete y bicicleta;RicarDo R.;Candado para patinete y bicicleta;8 EUR;"
										
											
											 Vilanova i la Geltrú";"
											12-nov-2022
										";0;#candado;https://es.wallapop.com/item/candado-para-patinete-y-bicicleta-848429381
413;Lámpara LED de 3 puntos Ikea;Guilherme S.;Lámpara LED de 3 puntos Ikea;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/candeeiro-3-focos-ikea-led-848439740
414;CANON 7D - precio negociable;Giovanni D.;"CANON EOS 7D
Caja SÍ
SIN garantía

Accesorios gratuitos: empuñadura de batería original, correa de hombro original, 3 baterías (1 original y 2 compatibles), cargador, 4 tarjetas de memoria CF (1 de 64 GB, 1 de 16 GB y 2 de 4 GB) y medidor de intervalos

Número de tiros: 59205
Usado en buen estado

Estoy vendiendo para cambiar a una versión sin espejo";350 EUR;"
										
											Catanzaro
										
									";"
											12-nov-2022
										";0;#canon;https://es.wallapop.com/item/canon-7d-prezzo-trattabile-848419226
415;Fundas Huawei P8 lite;Iphone de Luísa N.;1,00 por capa;1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/capas-do-huawei-p8-lite-848433351
416;Fundas Huawei P8lite;Iphone de Luísa N.;1,00 por capa;1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/capas-do-huawei-p8lite-848432659
417;CARGADOR DE BATERÍA INTELIGENTE UNIVERSAL 6/12V, 4 AMP. - F0F4BF;ISRA;AL033634 - CARGADOR INTELIGENTE UNIVERSAL 6/12V, 4 AMP. Cargador para automóviles, motocicletas y embarcaciones con baterías de 6V y 12V. Seguridad adicional gracias a la protección integrada contra sobrecarga, cortocircuito, sobrecalentamiento, polaridad inversa. Con automonitoreo para una capacidad total, absorción y operación de buffer. Clase de protección IP 65 - a prueba de salpicaduras y a prueba de polvo. Pantalla con luces indicadoras LED. Para baterías de plomo-ácido con 38AH - 100AH. Con clips de cocodrilo para la conexión directa a los polos de la batería. Entrada 230 voltios 50Hz / 60Hz max.60W. Salida máxima 14.7V a 4A. Dimensi... C9C72B;33 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cargador-de-bateria-inteligente-universal-6-12v-4-amp-f0f4bf-848354837
418;CARGADOR DE BATERÍA INTELIGENTE UNIVERSAL 6/12V, 4 AMP. - F0F4BF;set();AL033634 - CARGADOR INTELIGENTE UNIVERSAL 6/12V, 4 AMP. Cargador para automóviles, motocicletas y embarcaciones con baterías de 6V y 12V. Seguridad adicional gracias a la protección integrada contra sobrecarga, cortocircuito, sobrecalentamiento, polaridad inversa. Con automonitoreo para una capacidad total, absorción y operación de buffer. Clase de protección IP 65 - a prueba de salpicaduras y a prueba de polvo. Pantalla con luces indicadoras LED. Para baterías de plomo-ácido con 38AH - 100AH. Con clips de cocodrilo para la conexión directa a los polos de la batería. Entrada 230 voltios 50Hz / 60Hz max.60W. Salida máxima 14.7V a 4A. Dimensi... C9C72B;33 EUR;Ninguno;Ninguno;0;Ninguno;Ninguna
419;Caro;Roza T.;Usado como nuevo;80 EUR;"
										
											
											 Toledo";"
											12-nov-2022
										";0;#acrilico;https://es.wallapop.com/item/caro-848249296
420;Carretilla de oruga hidraulica;Llarnas D.;Zipper ZI-MD500HS - Carretilla hidráulica El todoterreno para transportar mercancías a granel en terrenos difíciles. Fácil control para zonas y puertas estrechas, y en obras con poco espacio. Construcción robusta de acero. Inclinación por resorte hidráulico. Sin mantenimiento gracias a la transmisión por engranajes.;2.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/carretilla-de-oruga-hidraulica-848275600
421;Carta pokemon mew vMax golpe fusion;Jesús A.;Carta pokemon en muy buen estado;10 EUR;"
										
											
											 Lepe";"
											12-nov-2022
										";0;#pokemon;https://es.wallapop.com/item/carta-pokemon-mew-vmax-golpe-fusion-848433376
422;Carta pokemon Venusaur y Snivy;Jesús A.;Carta pokemon en muy buen;10 EUR;"
										
											
											 Lepe";"
											12-nov-2022
										";0;#pokemon;https://es.wallapop.com/item/carta-pokemon-venusaur-y-snivy-848433847
423;WoodyHause 8x10;Woody a.;"Woody a Mano
Imagina con madera, sueña con las manos.

Casa Alpina 
Dimensiones 8x10m.
 Porche 8x2m. 
El área de la casa es de 90 m2. 
Primera planta 70m2, segunda 20m2.
 En la planta baja hay un dormitorio, un vestíbulo, un baño, una despensa y una cocina/salón. Hay un entrepiso-dormitorio en el segundo piso. 
Mas información: 
woodyamano@gmail.com
+34 618 09 17 03";1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-alpina-90m2-848406209
424;Casa en alquiler;MV H.;"Casa Rural Los Diegos 
Alquiler turístico 
Hasta 15 personas 
Admitimos mascotas ";5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848336563
425;Casa en alquiler;MV H.;"Alquiler turístico de casa rural 
Capacidad de 12 mas 3 adicionales 
Admitimos mascotas ";1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848338863
426;Casa en alquiler;Mh;"Alquiler turístico de casa rural 
Capacidad de 12 mas 3 supletorias 
Admitimos mascotas ";1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848395811
427;Casa en alquiler;Mh;"Casa Rural de alquiler turístico 
Capacidad de 12 mas 3 adicionales 
Admitimos mascotas ";2 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848396993
428;Casa rural con piscina;Venta Pilar V.;"Casa Rural ubicada en las afueras de Buñol.
Ideal para pasar un fin de semana en familia y desconectar de la ciudad.
Es una zona alejada de los ruidos, con un gran patio para pasar las tardes y una piscina ideal para refrescarse en los días mas calurosos del verano.
Otros aspectos destacables:
Piscina sujeta a disponibilidad por época del año.";240 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848402893
429;Casa rural con piscina;set();"Casa Rural ubicada en las afueras de Buñol.
Ideal para pasar un fin de semana en familia y desconectar de la ciudad.
Es una zona alejada de los ruidos, con un gran patio para pasar las tardes y una piscina ideal para refrescarse en los días mas calurosos del verano.
Otros aspectos destacables:
Piscina sujeta a disponibilidad por época del año.";240 EUR;Ninguno;Ninguno;0;Ninguno;Ninguna
430;Casa rural con piscina;set();"Casa Rural ubicada en las afueras de Buñol.
Ideal para pasar un fin de semana en familia y desconectar de la ciudad.
Es una zona alejada de los ruidos, con un gran patio para pasar las tardes y una piscina ideal para refrescarse en los días mas calurosos del verano.
Otros aspectos destacables:
Piscina sujeta a disponibilidad por época del año.";240 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-alquiler-848418430
431;Casa en venta;Mari Valle M.;"vendo mesitas de noches de madera estilo moderno muy bonitas y espaciosas para guardar cosas.no hago envíos tendría que venir a recoger 

";70 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-venta-848192781
432;Casa en venta;Patricia H.;"
Precioso dúplex recién reformado, trasteros, garaje, piscina , zonas deportivas, ver sin compromiso.";190.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-venta-848306535
433;Casa en venta;blas13ct M.;Tres bajos comerciales hacen pico esquina;48.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-en-venta-848341849
434;Casa/terreno en Blanca - 80m2;María R.;"Vivienda (80m2):
- 2 habitaciones
- 1 cuarto de baño
- Salón-cocina diáfano
- Chimenea de leña
- Aire acondicionado y calefacción

Terreno (2000m)
- Árboles frutales 
- Aljibe de agua para riego
- Riego por goteo del trasvase
- Parcela totalmente vallada 

Ubicación: 
Blanca
30540, Murcia";200.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casa-terreno-en-blanca-80m2-848301460
435;Nueva chaqueta Pull & Bear ;João  J.;Nuevo usado una vez talla M ;20 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casaco-pull-bear-novo-848440101
436;Chaqueta de niña;Miriam R.;"Usado varias veces, todavía en muy buen estado.
Talla: M/16 años
Negociable
";11 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casaco-rapariga-848438811
437;Chaqueta de esquí Freeride FR500;Ana M.;Chaqueta de hombre, como nueva. Se usa solo una vez. ;80 EUR;"
										
											Loures
										
									";"
											12-nov-2022
										";0;#ski;https://es.wallapop.com/item/casaco-ski-freeride-fr500-848434678
438;Casas prefabricadas;ventas a.;"Estructura steel framing. Sistema de construcción rápido, ligero, sostenible y seguro. Diseño personalizable, pudiendo el cliente elegir a su gusto la distribución y los acabados.  El modelo expuesto es un ejemplo de lo que comercializamos. El precio anunciado es el de la fabricación de una vivienda estandar de 144 m2 construidos. Para mas información, visita nuestra web.
";100.512 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-848389842
439;Casas prefabricadas a medida;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 131 m2, 3 habitaciones y 2 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";91.438 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-a-medida-848388763
440;Casas prefabricadas ahorro energético;ventas a.;"Viviendas puramente sostenibles, utilizando materiales reciclables y de bajo impacto ecológico. Las viviendas se entregan en un plazo increiblemente corto, 50% mas rápido que las de contrucción tradicional. El modelo expuesto es un ejemplo de lo comercializamos. El precio anunciado es el de la fabricación de una vivienda estandar de 85 m2 construidos. Para mas información, visita nuestra web.
";59.330 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-ahorro-energetico-848387664
441;Casas prefabricadas de diseño;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 170 m2, 4 habitaciones y 3 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";118.660 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-de-diseno-848389095
442;Casas prefabricadas industrializadas;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 172 m2, 4 habitaciones y 3 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";120.056 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-industrializadas-848250335
443;Casas prefabricadas industrializadas;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 130 m2, 3 habitaciones y 2 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";90.740 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-industrializadas-848388399
444;Casas prefabricadas industrializadas;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 172 m2, 4 habitaciones y 3 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";120.056 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-industrializadas-848390536
445;Casas prefabricadas sostenibles;ventas a.;"Viviendas puramente sostenibles, utilizando materiales reciclables y de bajo impacto ecológico. El modelo expuesto es un ejemplo de lo comercializamos. El precio anunciado es el de la fabricación de una vivienda estandar de 132 m2 construidos. Para mas información, visita nuestra web.
";92.136 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-sostenibles-848387345
446;Casas Prefabricadas Steel Framing;ventas a.;"Casas Prefabricadas con sistema estructural steel framing.Fachada en SATE. Diseño personalizado. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 178 m2 construidos, 3 habitaciones y 2 baños. Visita nuestra web para mas info y presupuesto.
";124.244 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-steel-framing-848251250
447;Casas Prefabricadas Steel Framing;ventas a.;"Casas Prefabricadas con sistema estructural steel framing.Fachada en SATE. Diseño personalizado. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 178 m2 construidos, 3 habitaciones y 2 baños. Visita nuestra web para mas info y presupuesto.
";124.244 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-prefabricadas-steel-framing-848391791
448;Casas Steel Framing;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 154 m2, 4 habitaciones y 2 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";107.492 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-steel-framing-848250808
449;Casas steel framing;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 153 m2, 4 habitaciones y 3 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";106.794 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-steel-framing-848390209
450;Casas Steel Framing;ventas a.;"Casas Prefabricadas con estructura steel framing. Diseño personalizado sin coste adicional. Entrega en 5 meses. Totalmente equipadas. Garantizadas. Modelo de ejemplo con 154 m2, 4 habitaciones y 2 baños desde 698€/m² construido. Visita nuestra web para mas info y presupuesto.
";107.492 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casas-steel-framing-848391443
451;Casasa Prefabricadas desde 698€/m2;ventas a.;"Estructura steel framing. Sistema de construcción rápido, ligero y seguro. Viviendas puramente sostenibles, utilizando materiales reciclables y de bajo impacto ecológico. Diseño personalizable, pudiendo el cliente elegir a su gusto la distribución y los acabados.  Garantizadas. Modelo de ejemplo con 139 m2 construidos, 3 habitaciones y 2 baños. Visita nuestra web para mas info y presupuesto.
";97.022 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casasa-prefabricadas-desde-698-m2-848252135
452;Casasa Prefabricadas desde 698€/m2;ventas a.;"Estructura steel framing. Sistema de construcción rápido, ligero y seguro. Viviendas puramente sostenibles, utilizando materiales reciclables y de bajo impacto ecológico. Diseño personalizable, pudiendo el cliente elegir a su gusto la distribución y los acabados.  Garantizadas. Modelo de ejemplo con 139 m2 construidos, 3 habitaciones y 2 baños. Visita nuestra web para mas info y presupuesto.
";97.022 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casasa-prefabricadas-desde-698-m2-848392462
453;Casco de moto;Aura M.;Talla (L) y (XL) los dejó a mitad del precio que me costaron,el valor es por uno solo,los dos cuestan 500€.están en perfecto estado, casi nuevos, sin rasguños ni ningún tipo de golpe.;250 EUR;"
										
											
											 A Calle";"
											12-nov-2022
										";0;#custom;https://es.wallapop.com/item/casco-de-moto-848348898
454;Casco moto semi nuevo;Madrid R.;Vendo casco de moto semi nuevo;20 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casco-moto-semi-nuevo-848367014
455;Casco Thor;Caren A.;NUEVO*;110 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/casco-thor-848353116
456;Cassete Bicicleta 6 Velocidades;Marco S.;Cassete Bicicleta 6 Velocidades, sin estrenar , color dorado , material de aluminio , sin estrenar ACEPTO CAMBIOS Y ESCUCHO OFERTAS, NO HAGO ENVIOS;8 EUR;"
										
											
											 Almería";"
											12-nov-2022
										";0;#accesoriosbicicasa;https://es.wallapop.com/item/cassete-bicicleta-6-velocidades-848427245
457;Cazadora;Ana G.;Vaquera;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cazadora-848438739
458;Cazadora moto talla M;Francisco M.;Vendo cazadora moto LS2. Con funda para invierno. Talla M. Apenas se ha usado.;50 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cazadora-moto-talla-m-848306332
459;Cepillo Para Caballo;Ivan V.;En venta cepillo manual para caballos Seminuevo Adaptado manual;20 EUR;"
										
											
											 Casarrubios del Monte";"
											12-nov-2022
										";0;#caballo;https://es.wallapop.com/item/cepillo-para-caballo-848433484
460;Portacuchillas Zwiling;Karin C.;Bloque de cuchillos Nuovo, marca Zwiling, en madera de haya;25 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/ceppo-porta-coltelli-zwiling-848438233
461;Cerrajero;Juan carlo S.;Cerrajería,cerrajeros urgencias las 24horas en Barcelonaq de Lluçanès, Sant Andreu de la Barca, Sant Andreu de Llavaneres,Sant Antoni de Vilamajor, Sant Bartomeu del Grau, Sant Boi de Llobregat, Sant Boi de Lluçanès, Sant Cebrià de Vallalta, Sant Celoni, Sant Climent de Llobregat, Sant Cugat del Vallès, Sant Cugat Sesgarrigues, Sant Esteve de Palautordera, Sant Esteve Sesrovires, Sant Feliu de Codines, Sant Feliu de Llobregat, Sant Feliu Sasserra, Sant Fost de Campsentelles, Sant Fruitós de Bages, Sant Hipòlit de Voltregà, Sant Iscle de Vallalta;50 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cerrajero-848437707
462;Cerrajero ae;Juan carlo S.;Cerrajero ae en Barcelona las 24horas a domicilio,cerrajería barata,cerrajeros en,Tiana,Tagamanent,Tona, Tordera, Torelló, Torre de Claramunt, La, Torrelavit, Torrelles de Foix, Torrelles de Llobregat, Ullastrell, Vacarisses, Vallbona d’Anoia, Vallcebre, Vallgorguina, Vallirana, Vallromanes, Veciana, Vic, Vilada, Viladecans, Viladecavalls, Vilafranca del Penedès, Vilalba Sasserra, Vilanova de Sau, Vilanova del Camí, Vilanova del Vallès, Vilanova i la Geltrú, Vilassar de Dalt, Vilassar de Mar, Vilobí del Penedès, Viver i Serrateix,Talamanca,Taradell, Tavèrnoles, Tavertet,Teià,Terrassa;50 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cerrajero-ae-848437273
463;Cerrajero económico Barcelona 24horas;Nicolas P.;Cerrajero en cerrajero en BARCELONA barato,cerrajeria,cerrajeros llamanos desde 50€ no dudes y llama Abrera, Aguilar de Segarra, Aiguafreda, Alella, Alpens, Ametlla del Vallès, L’, Arenys de Mar, Arenys de Munt, Argençola, Argentona, Artés, Avià, Avinyó, Avinyonet del Penedès, Badalona, Badia del Vallès, Bagà, Balenyà, Balsareny, Barberà del Vallès, Barcelona, Begues, Bellprat,;50 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cerrajero-economico-barcelona-24horas-848435280
464;Cerrajero en Barcelona;Juan carlo S.;Cerrajero en Barcelona y alrededores,cerrajeros urgentes,cerrajería en Bcn,Santa Eugènia de Berga, Santa Eulàlia de Riuprimer, Santa Eulàlia de Ronçana, Santa Fe del Penedès, Santa Margarida de Montbui, Santa Margarida i els Monjos, Santa Maria de Besora, Santa Maria de Martorelles, Santa Maria de Merlès, Santa Maria de Miralles, Santa Maria de Palautordera, Santa Maria d’Oló, Santa Perpètua de Mogoda, Santa Susanna, Santpedor, Sentmenat, Seva, Sitges, Sobremunt, Sora, Subirats, Súria, Tagamanent, Talamanca, Taradell,Tavèrnoles, Tavertet, Teià,;50 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cerrajero-en-barcelona-848435952
465;Cesta de baloncesto, cesta colgante en la puerta;Maria Chiara S.;"Excelente estado
plegable
alrededor de 40x30";5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/cesto-da-basket-canestro-da-appendere-alla-porta-848439823
466;Chaleco Reversible Freestyle niño de 4-5 años;Girasoles ..;Chaleco reversible con cuello Freestyle de El Corte Inglés para el niño de 4-5 años. Color azul marino y azul. Acolchado (tipo plumas);9 EUR;"
										
											
											 Donostia-San Sebastián";"
											12-nov-2022
										";0;#chaleco;https://es.wallapop.com/item/chaleco-reversible-freestyle-nino-de-4-5-anos-848431096
467;Chandal chicago bulls;Isabel F.;Talla m 100% algodón muy calentito Tal y como se ve en la foto con su etiqueta original;30 EUR;"
										
											
											 Esquivias";"
											12-nov-2022
										";0;#chandal;https://es.wallapop.com/item/chandal-chicago-bulls-848425672
468;Chandal niños unisex;modas;Chandal de niños unisex de 2 a 14 años Somos fabricantes de ropa para niños y niñas para adueltos, calzado, bolso, pantalones, relojes, perfumes, boxer, tanga top y braga, equipaciones, polos, chaquetones, bufanda y gorro, cortavientos y mucho mas para mas informacion hablarme Informacion: Vendemos al por mayor y suelto.;25 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chandal-ninos-unisex-848440021
469;Sombrero New Era+chaqueta estatal de madera de cedro ;João  J.;"Juego de 2 cosas en buen estado
¿Tiene alguna pregunta? ";15 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chapeu-new-era---casaco-cedarwood-state-848439464
470;Chaqueta Boboli bebé niño 2-3 años. Talla 98 cm;Girasoles ..;Chaqueta / Abrigo Boboli para niño de 2-3,5 años. Talla 98 cm. Alta calidad. En la foto el niño tiene 2 años 3 meses.;20 EUR;"
										
											
											 Donostia-San Sebastián";"
											12-nov-2022
										";0;#boboli;https://es.wallapop.com/item/chaqueta-boboli-bebe-nino-2-3-anos-talla-98-cm-848434700
471;Chaqueta Moto Vintage Amarilla;Manuel A.;Chaqueta vintage;20 EUR;"
										
											
											 Málaga";"
											12-nov-2022
										";0;#vintage;https://es.wallapop.com/item/chaqueta-moto-vintage-amarilla-848354263
472;Chaqueta Norway niño;Rodrigo A.;Chaqueta norway niño talla 12 años precio negociable +info mandar mensaje privado;80 EUR;"
										
											
											 Alboraya";"
											12-nov-2022
										";0;#chaquetanorway;https://es.wallapop.com/item/chaqueta-norway-nino-848438806
473;Chasis Derbi Variant Revolution;José Antonio R.;Tiene documentos y está al día de impuestos. Acepto ofertas.;1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chasis-derbi-variant-revolution-848282529
474;Chasis Rieju rr + documentación ruedas horquilla;Ezequiel M.;Se vende chasis con amortiguación, ruedas Pirelli nuevas del año 2002/2005 completas y horquilla showa,con protectores de horquilla. ciclomotor, moto, motocicleta, 49cc, papeles, Cross;400 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chasis-rieju-rr---documentacion-ruedas-horquilla-848361488
475;Chevrolet Aveo 2007;AFC DETAIL MÁLAGA  @.;VENDO CHEVROLET AVEO 172.000 AÑO 2007 EMBRAGUE Y KIT DE TIEMPO NUEVOS CON FACTURA CON 1000KM TODOS LOS SERVICIOS AL DIA ITV HASTA 06/10/23 acepto coche hasta 1000€ de mi interés INTERESADOS MOVIL 722107046. Chevrolet Aveo Sedan en Málaga;2.200 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chevrolet-aveo-2007-848052865
476;Chevrolet Aveo 2007;Enma D.;"Vendo coche Chevrolet Aveo LT
 1.4cc 16v en óptimas condiciones,acepto prueba mecánica .. Itv hasta julio 2023. Aceite y filtro y amortiguadores cambiados,todo al día .. pegatina ambientale C ..se puede ver y probar sin compromiso 
Tarragona-ciudad. Chevrolet Aveo Sedan en Barcelona";3.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chevrolet-aveo-2007-848352565
477;Chevrolet Aveo 2007;maria j.;"Año : 2007
Marca : Chevrolet LT 
Etiqueta medio ambiental : C
Cilindrada : 1400
Combustible : Gasolina 

Espejos eléctricos 
Faros antiniebla 
Cierre centralizado 
Climatizador digital
Dirección asistida 
Elevalunas eléctricos 4 puertas 
Juego de llaves completo 
ITV recién pasada 
Llanta de repuesto
Batería nueva. Chevrolet Aveo Sedan en Madrid";3.200 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/chevrolet-aveo-2007-848399188
