;Producto;Usuario;Detalle Producto;Precio;Ubicacion;Fecha;Visitas;Hash;url
67;Peugeot 807 2003;Alex A.;apara piezas o para kien la kiera arreglar no tiene itv para pasarla abria q cambiarle las cubiertas pastillas canviadas hace 1 mes interior tocadilla i porfuera como veis en las fotos algo negociable 7 plazas omologada a 8 tambien canbiaria por coche ;1.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/peugeot-807-2003-849246517
68;PIAGGIO LIBERTY 125 4T;Mundimoto V.;PIAGGIO LIBERTY 125 4T - Año: 2016 - Kilómetros: 19000 - Garantía: 1 año - Precio: 1890 (no negociable) - Tipo: SCOOTER - Carnet: A1 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;1.890 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/piaggio-liberty-125-4t-849181598
69;PIAGGIO LIBERTY 125 4T;Mundimoto B.;PIAGGIO LIBERTY 125 4T - Año: 2016 - Kilómetros: 19000 - Garantía: 1 año - Precio: 1890 (no negociable) - Tipo: SCOOTER - Carnet: A1 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;1.890 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/piaggio-liberty-125-4t-849181739
70;Pieza de moto de gasolina;Alain M.;Completa;300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/pieza-de-moto-de-gasolina-849212717
71;Pomo para Citroen c3;Jose T.;Pomo cambio de marchas original Citroen, en muy buen estado, estaba en un C3 pero creo que es compatible con otros modelos.;9 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/pomo-para-citroen-c3-849264819
72;Relé bomba gasolina vespa lx 125;Infinity Parts;Se vende rele vespa lx 125 en perfecto estado, disponible el resto de la moto;5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/rele-bomba-gasolina-vespa-lx-125-849267890
73;Renault Megane 2005;Isabel I.;"Renault megane perfecto estado. Toda sus revisiones hecha itv en vigor.
Lo vendo por falta de uso. Renault Megane en Lleida";1.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/renault-megane-2005-849269375
74;Renault Megane 2006;Paloma G.;Hola vendo Renault 1.5 dci 105 ,6 velocidades , itv resiente pasada hace menos de un mes , luces automáticas ,techo solar  ,correa de distribución ,bomba agua , aceite filtros de aceite ,todo echo , Es muy muy económico .;5.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/renault-megane-2006-849251718
75;Renault Scenic 2007;AUTOS F.;"Color: VERDE PISTACHO
CV: 120
6 Velocidades
ITV al día
Como nuevo! Para verlo y probarlo.
En perfecto estado (Chapa, pintura, motor...etc.). 
EQUIPACIÓN: Dirección asistida, mando a distancia, elevalunas eléctricos, aire acondicionado, radio, cierre centralizado.
CARACTERÍSTICAS: Todos los extras! A prueba de todo, mejor verlo y probarlo. Se encuentra en excelentes condiciones.
GARANTÍA: 12 meses en motor y caja de cambios. Renault Scenic Monovolumen en Cártama";3.600 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/renault-scenic-2007-849254269
76;Scooter BMW Sport 650;Carlos P.;Total mente nueva de los dos años que tiene se ha utilizado uno tiene 2700km. Se vende por falta de uso. Extras: Asiento y puños calefactables Luces xenón Capacidad de dos cascos integrales Incluye dos cascos prácticamente nuevos Si estás interesado llamar a 616432299;10.700 EUR;"
										
											
											 Peligros";"
											15-nov-2022
										";0;#motociclismo;https://es.wallapop.com/item/scooter-bmw-sport-650-849223758
77;Scooter eléctrico Rascal Vandage X;Francisco G.;Este scooter compacto con controles fáciles para personas mayores. - Asiento cómodo y ajustable. - Manillar ajustable. - Doble retrovisor. - Batería con autonomía de 15-20km autorecargable. - Peso máximo hasta 150kg - Velocidad máxima 10km/h;550 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/scooter-electrico-rascal-vandage-x-849269702
78;SEAT 600 2000;david c.;Ninguno;4.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/seat-600-2000-849226052
79;SEAT Cordoba TDI 1.9;José M.;Tiene la ITV pasada hasta Agosto 2023. Precio negociable. SEAT Cordoba en Bilbao;1.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/seat-cordoba-tdi-1-9-849239359
80;SEAT Leon 2010;Juan jose G.;"Dispone: dirección asistida,cierre centralizado, climatizador bizona, control de velocidad,radio CD, USB, volante multifunción, antinieblas, sensor presión neumáticos, control de tracción, bluetooth , cubierta de recambio.., ITV en vigor.
Junta bomba de gasolina dañada, para más información por privado gracias. SEAT Leon en Villanueva de la Serena";4.899 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/seat-leon-2010-849246402
81;Sensor presión aceite vespa lx 125;Infinity Parts;Se vende sensor presión aceite vespa lx 125 en perfecto estado, disponible el resto de la moto;10 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/sensor-presion-aceite-vespa-lx-125-849267369
82;Botas Dainese talla 43;Alessandro L.;Botas Dainese talla 43 usadas pero en excelentes condiciones, usadas muy poco;100 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/stivaletti-dainese-tg-43-849273342
83;Tesla Model S 85;Sergio P.;IVA DEDUCIBLE Espectacular Tesla Model S 85 con interior en cuero premium blanco, se encuentra en un estado excepcional sin un solo arañazo, tiene suspensión neumática, techo solar, asientos calefactables, neumáticos michelin, se entrega con un año de garantía, mas info llame por teléfono. Muchas gracias. Tesla Model S Sedan en Bailén;40.900 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/tesla-model-s-85-849272192
84;Tobera Suzuki Burgman 400cc;EcoParts Store  4.;Tubera en buen estado, de Suzuki Burgman, motor Suzuki 400 cc del año 2005 Cualquier duda preguntar, tengo despiece completo de esta moto. Envíos a toda España en 24/48h. si quieres ver mas piezas de esta moto busca en wallapop el siguiente código: G27SB;15 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/tobera-suzuki-burgman-400cc-849265978
85;Tornillos Honda CB 250cc;EcoParts Store  4.;Tornillo en buen estado, de Honda CB, motor Honda 250 cc del año 1996 Cualquier duda preguntar, tengo despiece completo de esta moto. Envíos a toda España en 24/48h. si quieres ver mas piezas de esta moto busca en wallapop el siguiente código: G25HC;5 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/tornillos-honda-cb-250cc-849263469
86;Toyota Aygo 2007;Ahmed H.;Toyota Aygo en Viladecans;950 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/toyota-aygo-2007-849266799
87;Transmision 320d e46 MEYLE;Alex I.;Transmision bmw e46 2.0d 136 150hp MEYLE mejor de la marca sportive Nuevo sin uso Con tornillos y todo En su caja Diametro 155mm Codigo 314 152 2106/HD Esta 135 euro nuevo;100 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/transmision-320d-e46-meyle-849267281
88;Turbo C-Max 2.0;Alana L.;Referencias 9658728580 760774-2 JH200812F T30472 5Z23 724290-18 si te interesa no dudes en contactarnos al 643 607 909 con gusto te atenderemos;110 EUR;"
										
											
											 Sant Boi de Llobregat";"
											15-nov-2022
										";0;#repuestousado;https://es.wallapop.com/item/turbo-c-max-2-0-849265669
89;Vender tu coche;Carfine;Vende tu coche de forma sencilla, rápida y eficaz. En Carfine nos encargamos de todo: Valoración inicial del precio de venta de tu vehículo Recogida del vehículo Inspección y pruebas de conducción Solicitud de informe oficial en DGT Publicación de los anuncios Venta y tramitación del cambio de titularidad más información en nuestra web o contáctanos.;1 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/vender-tu-coche-849272707
90;Vendo La xaketa de moto mecosto 450€ i l;Vicent G.;350€ a bon preu;350 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/vendo-la-xaketa-de-moto-mecosto-450-i-l-849227392
91;Vendo moto 125cc 60000km.bloqueo a mareantes.;RAQUEL.A z.;Tgb 125cc 800€ solo esta semana la moto va perfecta,con facturas.;800 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/vendo-moto-125cc-60000km-bloqueo-a-mareantes-849256889
92;Vendo SH 125;Juan J.;Moto honda sh 125 muy buen estado, siempre en parking. 38.000km año 2012;2.200 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/vendo-sh-125-849183858
93;Vespino antiguo GL;Juan A.;Vespino antiguo. Sin documentación.;120 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/vespino-antiguo-gl-849209270
94;Volkswagen Caddy 2005;Paqui I.;"Vendo furgoneta Volkswagen Caddi. 213.000 kilómetros, en buen estado, un espejo retrovisor un poco averiado.
4.500 euros. Volkswagen Caddy Furgoneta en Murcia";4.500 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/volkswagen-caddy-2005-849245244
95;Volkswagen Golf 2014;elena;Coche nacional, faros xenon con luz diurna led,sensores de aparcamiento delanteros y traseros,bluetooth para llamadas y musica,aux,usb,control de velocidad,luces automaticas,ayuda en pendiente,ordenador a bordo,climatizador bizona,Start-Stop,limitador de velocidad,control por voz,4 elevalunas electricas,espejos electricos,llantas de aluminio,muy cuidado,itv en vigor hasta final 2023,precedente de unico dueño y factura de compra. Volkswagen Golf en Valencia;9.300 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/volkswagen-golf-2014-849237928
96;Volvo S40 2004;Martin L.;"Itv recién pasada, funciona perfectamente
Tiene todo el mantenimiento realizado. Volvo S40 Sedan en Zaragoza";1.000 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/volvo-s40-2004-849242559
97;Volvo S60 2003;leoneses m.;VOLVO S60 2.4 GASOLINA PERFECTO ESTADO INTERIOR EXTERIOR ITV AL DIA PEGATINA MEDIOAMBIENTAL ACEPTO CUALQUIER TIPO DE PRUEBA MECANICA MEJOR VER. Volvo S60 Sedan en Madrid;2.100 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/volvo-s60-2003-849250872
98;Yamaha Dragstar clássic;Eduardo G.;Se vende estupenda Yamaha Dragstar 650 clássic. Tiene ruedas seminuevas, bujías, kit carburadores, cardán revisado en perfecto estado, pastillas delanteras... sólo rodar. Extras: parafangos delantero recortado más el original, parabrisas, alforjas, cubrepinza, defensa chasis, respaldo.;2.800 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/yamaha-dragstar-classic-849210628
99;YAMAHA X-MAX 125;Mundimoto B.;YAMAHA X-MAX 125 - Año: 2016 - Kilómetros: 17000 - Garantía: 1 año - Precio: 3490 (no negociable) - Tipo: SCOOTER - Carnet: A1 // Entregamos la moto totalmente revisada y con garantía 1 año. Opción a entregar tu moto como parte de pago. Envío GRATIS en toda la Península. Opción a financiar el importe deseado. Cambio de nombre no incluido en el precio. Mundimoto, empresa de compra / venta de motos con más de 1500 motos en stock y +10.000 ventas anuales. *La moto ESTÁ en las instalaciones de BARCELONA*;3.490 EUR;Ninguno;Ninguno;0;Ninguno;https://es.wallapop.com/item/yamaha-x-max-125-849181717
